sample,fastq_1,fastq_2
Javier_P_citri_hic,/bucket/HusnikU/Sequencing_data/46_HiC_231013_A00457_0379_AHW7CMDRX2_Duda_Javier/HusnikU_ID607/Planococcus_citri_S2_L001_R1_001.fastq.gz,/bucket/HusnikU/Sequencing_data/46_HiC_231013_A00457_0379_AHW7CMDRX2_Duda_Javier/HusnikU_ID607/Planococcus_citri_S2_L001_R2_001.fastq.gz
